,user,movie,rating
23111,5281,753,2
23112,1627,2373,2
23113,1087,2707,4
23114,5311,796,4
23115,691,1929,4
23116,2070,702,3
23117,5995,1129,5
23118,5653,1155,5
23119,4123,370,5
23120,38,2651,5
23121,110,2864,3
23122,2608,501,4
23123,3841,1831,5
23124,1473,2651,4
23125,5921,1907,1
23126,351,3341,5
23127,3390,1348,4
23128,3777,2216,3
23129,4435,2857,3
23130,872,253,4
23131,3944,1096,5
23132,4945,2762,4
23133,5428,1485,1
23134,2589,1105,4
23135,2263,572,4
23136,4636,1351,3
23137,5778,1566,3
23138,434,480,4
23139,5085,867,4
23140,2965,1826,5
23141,638,1289,4
23142,3619,391,1
23143,1604,2631,3
23144,3035,1167,4
23145,3508,780,3
23146,3090,2505,1
23147,5837,1096,4
23148,1057,1108,4
23149,4417,893,5
23150,3004,1258,3
23151,2004,2502,3
23152,3684,3029,3
23153,2188,1120,4
23154,3777,1537,3
23155,3538,2805,4
23156,691,593,5
23157,3835,2972,4
23158,3336,3074,4
23159,3779,1195,5
23160,3832,981,4
23161,5272,2872,3
23162,1775,1022,4
23163,2847,366,2
23164,5653,2704,4
23165,4084,524,2
23166,407,1830,5
23167,3841,2220,3
23168,1743,2738,4
23169,2620,1108,5
23170,753,3203,4
23171,1338,1282,1
23172,3599,1696,3
23173,3390,1822,4
23174,3982,1458,4
23175,4636,580,3
23176,5537,2707,4
23177,4302,3457,4
23178,4023,2480,4
23179,2770,3075,2
23180,2303,1203,4
23181,5678,1107,5
23182,2495,3265,3
23183,668,1406,4
23184,3314,1245,2
23185,4376,1689,3
23186,2984,1848,3
23187,2184,3189,4
23188,5365,346,3
23189,1298,2958,5
23190,5288,894,4
23191,136,3023,4
23192,3933,43,3
23193,1126,1456,3
23194,4111,1823,3
23195,3241,530,2
23196,1180,2670,2
23197,1348,2013,5
23198,1896,851,5
23199,4152,1618,4
23200,1879,3153,4
23201,3755,155,5
23202,1168,3216,2
23203,1311,612,3
23204,4931,1018,5
23205,3692,799,3
23206,2009,1189,3
23207,922,2370,3
23208,876,810,4
23209,1623,970,2
23210,6015,2426,2
23211,4747,1158,5
23212,4770,535,3
23213,4210,3520,4
23214,987,802,5
23215,3895,1653,2
23216,846,1900,2
23217,1478,3651,4
23218,4724,1110,5
23219,2543,580,3
23220,4735,49,4
23221,2375,2374,5
23222,3117,1129,3
23223,5698,2200,2
23224,3361,2600,3
23225,2859,2944,4
23226,691,1802,3
23227,4801,1180,5
23228,4920,1215,4
23229,5954,1099,4
23230,692,155,4
23231,5405,844,3
23232,2851,3243,4
23233,3933,872,4
23234,876,2128,3
23235,3724,2944,4
23236,548,427,5
23237,462,1504,5
23238,1747,3681,4
23239,5707,3112,4
23240,1792,2495,5
23241,2302,2853,3
23242,4027,3192,5
23243,475,3681,4
23244,2315,1123,5
23245,4747,2959,5
23246,5764,858,3
23247,553,2517,3
23248,3312,945,3
23249,5845,49,4
23250,3712,2159,4
23251,2640,3341,4
23252,2502,2898,5
23253,5683,354,2
23254,130,2202,5
23255,342,10,4
23256,4542,2808,1
23257,2014,2415,3
23258,2764,3220,3
23259,858,3455,3
23260,2303,74,4
23261,2271,627,3
23262,1766,31,3
23263,1447,3302,2
23264,5879,1252,2
23265,3828,1722,4
23266,4226,89,1
23267,3617,2884,4
23268,4952,2234,3
23269,703,2558,4
23270,4084,1348,4
23271,1805,2683,4
23272,1921,3520,3
23273,2456,639,3
23274,1213,2823,3
23275,695,1148,3
23276,5320,1022,5
23277,4121,2494,3
23278,2690,851,5
23279,4310,2213,2
23280,2322,3517,4
23281,558,2959,3
23282,673,3248,5
23283,6000,253,4
23284,5147,1593,4
23285,434,346,4
23286,4351,740,2
23287,3064,1516,4
23288,3849,780,4
23289,201,1007,5
23290,1223,1441,3
23291,122,847,3
23292,3508,1935,4
23293,3609,2301,1
23294,3376,1773,4
23295,1889,1005,3
23296,5503,2825,5
23297,1925,3316,4
23298,3832,2230,1
23299,4542,1787,3
23300,3370,2277,2
23301,313,863,3
23302,3749,1107,5
23303,1323,1148,5
23304,2285,3623,4
23305,3134,207,2
23306,5500,1919,3
23307,423,3266,4
23308,5965,483,5
23309,1243,3647,4
23310,4672,1118,4
23311,1124,631,2
23312,888,605,3
23313,385,2306,3
23314,2742,2196,2
23315,2037,904,4
23316,5879,1775,3
23317,1448,3235,5
23318,5597,737,4
23319,2544,2889,4
23320,3390,3505,5
23321,3276,1018,4
23322,2852,216,1
23323,1241,1418,3
23324,22,1445,4
23325,3118,3177,3
23326,1529,136,4
23327,2222,2898,5
23328,3392,1752,2
23329,2011,1,2
23330,2126,2013,3
23331,4333,2958,2
23332,3360,1478,5
23333,1136,2959,4
23334,1284,2072,5
23335,3708,3318,5
23336,318,2888,4
23337,854,2965,4
23338,1479,346,4
23339,5830,2694,3
23340,331,2739,4
23341,5489,651,3
23342,686,15,4
23343,3461,228,4
23344,3279,1198,3
23345,3599,702,4
23346,969,41,2
23347,1735,3301,3
23348,2814,1178,4
23349,801,2128,4
23350,767,2518,5
23351,3538,2664,4
23352,2012,1829,5
23353,1450,2455,2
23354,1280,3026,3
23355,2945,2194,3
23356,807,1130,3
23357,3807,785,2
23358,2760,1618,4
23359,2011,1901,2
23360,5559,1048,4
23361,4878,2781,4
23362,5599,1639,4
23363,4507,529,3
23364,4735,21,1
23365,3840,1553,4
23366,1136,881,5
23367,2371,2078,5
23368,4666,1463,5
23369,1883,1156,4
23370,3791,1708,3
23371,1898,1005,4
23372,47,3520,2
23373,4595,1942,3
23374,888,3174,3
23375,816,1945,2
23376,2742,460,4
23377,852,723,4
23378,5794,3294,2
23379,4555,2695,1
23380,1967,1884,2
23381,4646,728,2
23382,853,370,4
23383,542,3592,4
23384,3933,989,3
23385,1388,2964,5
23386,2859,2878,4
23387,2488,1107,4
23388,5550,3441,3
23389,4785,1822,3
23390,307,3238,4
23391,1039,2502,3
23392,3383,1130,3
23393,180,1021,4
23394,561,1848,5
23395,4485,2421,1
23396,3319,1657,3
23397,5915,398,3
23398,3650,780,4
23399,1271,1656,5
23400,512,1223,2
23401,4525,3405,1
23402,4717,1899,4
23403,1568,1188,4
23404,5955,1574,3
23405,2764,1822,3
23406,1450,1778,5
23407,1218,1292,3
23408,2683,2865,4
23409,3239,228,4
23410,4257,2969,4
23411,4896,1873,3
23412,5627,2488,4
23413,2041,1186,4
23414,5716,1131,4
23415,5028,1879,1
23416,199,2785,4
23417,4237,466,5
23418,1376,2296,3
23419,3962,964,4
23420,3310,154,1
23421,1834,548,5
23422,5542,1150,3
23423,555,583,4
23424,1095,1432,1
23425,4149,1584,4
23426,1736,699,5
23427,3100,1258,4
23428,3941,1117,3
23429,1879,1702,3
23430,89,3155,5
23431,5346,2082,1
23432,1178,3457,3
23433,4481,2961,3
23434,3252,155,1
23435,5492,1178,4
23436,5886,2143,4
23437,5878,3032,3
23438,3010,2857,5
23439,4131,2517,4
23440,3188,358,4
23441,3994,2557,5
23442,3988,44,3
23443,1945,1356,4
23444,4088,1202,4
23445,569,2956,4
23446,4950,228,4
23447,4341,1198,5
23448,665,2078,3
23449,5278,1848,4
23450,3617,1483,3
23451,1448,2442,4
23452,307,1058,3
23453,4778,527,4
23454,2230,1952,4
23455,137,3246,4
23456,5218,2839,4
23457,2017,851,5
23458,2490,1584,4
23459,4414,2375,4
23460,4994,354,4
23461,5004,106,4
23462,4383,343,5
23463,1638,8,3
23464,5781,33,4
23465,5681,3607,3
23466,4115,291,4
23467,4619,1021,4
23468,2698,1178,5
23469,5666,120,3
23470,481,2883,3
23471,4087,2138,4
23472,3223,1821,3
23473,3443,2111,4
23474,1901,2672,4
23475,1860,2598,4
23476,2076,3034,2
23477,508,1984,3
23478,459,1943,5
23479,3789,2203,3
23480,2021,367,5
23481,4346,539,4
23482,3766,2983,3
23483,186,35,4
23484,3066,1965,3
23485,2275,144,5
23486,756,1926,2
23487,3750,971,4
23488,2986,2898,4
23489,4079,3238,3
23490,1638,1944,3
23491,1180,1936,3
23492,2165,579,5
23493,2258,298,5
23494,1376,1821,4
23495,4437,1160,2
23496,1708,1856,5
23497,2525,1031,4
23498,3520,2019,4
23499,701,2185,1
23500,3767,1899,3
23501,3841,3271,5
23502,3720,299,4
23503,5318,810,4
23504,4185,1180,3
23505,5365,1656,5
23506,3588,1460,1
23507,5991,2480,4
23508,5948,610,3
23509,25,938,2
23510,3461,964,4
23511,2173,1094,4
23512,228,2420,4
23513,5796,1406,4
23514,4788,810,4
23515,1149,1700,2
23516,9,855,5
23517,4818,1985,5
23518,5762,420,3
23519,516,212,4
23520,292,3132,5
23521,3412,1943,4
23522,1752,851,5
23523,5028,3040,2
23524,684,702,4
23525,5465,1118,2
23526,2505,2221,2
23527,119,1143,4
23528,5393,3091,4
23529,1776,1138,5
23530,2640,1281,4
23531,2859,184,5
23532,1018,1891,2
23533,1500,500,4
23534,5953,2169,3
23535,3852,1584,5
23536,5295,1184,4
23537,1324,2426,3
23538,244,1019,1
23539,1394,2438,4
23540,614,743,4
23541,3299,1781,4
23542,4983,862,2
23543,4914,1196,4
23544,5649,3341,1
23545,4123,753,3
23546,5696,2507,1
23547,4140,969,4
23548,260,3583,1
23549,5139,2186,1
23550,9,2304,4
23551,655,2205,5
23552,201,466,5
23553,3179,1150,3
23554,822,1736,4
23555,428,651,3
23556,5674,3188,4
23557,5691,2505,5
23558,2951,1084,5
23559,672,786,1
23560,4446,3498,4
23561,578,2200,3
23562,5985,2159,5
23563,3206,1848,4
23564,4276,2464,3
23565,1502,2592,3
23566,5947,3354,4
23567,1169,989,4
23568,2594,2162,4
23569,1305,1050,4
23570,2094,23,3
23571,437,210,4
23572,1755,2959,1
23573,5791,309,5
23574,5853,2231,4
23575,1598,1787,2
23576,4609,1223,2
23577,3687,908,4
23578,5451,2191,2
23579,804,1708,3
23580,5110,1695,4
23581,211,486,4
23582,4166,2701,3
23583,5182,2484,4
23584,452,2762,5
23585,1675,2254,4
23586,337,2214,4
23587,1180,3022,3
23588,283,367,1
23589,4956,1795,2
23590,1696,1915,5
23591,4039,367,4
23592,5060,2557,2
23593,5808,689,5
23594,3997,3397,3
23595,565,3460,3
23596,1764,287,5
23597,4214,377,3
23598,698,291,4
23599,6,3550,3
23600,2210,1478,5
23601,709,2557,4
23602,1403,50,2
23603,5811,1934,2
23604,1272,1593,4
23605,6039,1463,3
23606,1732,1352,3
23607,5892,850,5
23608,1193,1734,4
23609,3538,978,4
23610,4349,107,5
23611,5267,3190,2
23612,77,2785,2
23613,1085,3321,4
23614,3142,2961,3
23615,1523,1294,5
23616,2948,2143,3
23617,1149,1170,3
23618,380,863,5
23619,4018,2374,4
23620,5064,2420,3
23621,4788,403,5
23622,2014,1555,3
23623,4237,2189,1
23624,4343,315,3
23625,3360,2209,3
23626,4,1581,4
23627,2735,3318,3
23628,3975,593,3
23629,3807,2531,1
23630,1397,2005,4
23631,4284,483,3
23632,1332,3113,5
23633,4566,2495,3
23634,4764,2683,4
23635,2720,1139,4
23636,1256,1826,3
23637,2362,1420,5
23638,5649,651,4
23639,5464,1264,5
23640,5038,2704,2
23641,868,610,3
23642,4814,3291,4
23643,5719,2210,2
23644,62,2700,3
23645,497,1969,4
23646,3546,2678,3
23647,3735,1516,4
23648,3998,1435,3
23649,3284,2514,1
23650,5479,1314,2
23651,4900,2210,4
23652,180,593,5
23653,307,426,4
23654,2733,859,4
23655,408,486,3
23656,3666,354,5
23657,5599,517,5
23658,1748,2809,4
23659,2915,2845,4
23660,508,955,2
23661,1940,1325,3
23662,5642,2111,3
23663,1447,1125,2
23664,2444,3206,4
23665,198,2683,4
23666,1212,894,5
23667,4084,1245,4
23668,2784,3623,3
23669,1634,3353,1
23670,2495,1167,3
23671,3362,2892,4
23672,5254,849,4
23673,1167,678,4
23674,4450,1486,3
23675,5553,3243,5
23676,2811,627,3
23677,4383,3264,3
23678,3310,3155,3
23679,1398,3643,3
23680,476,711,3
23681,3703,1116,4
23682,5259,3311,4
23683,4823,10,3
23684,5830,1835,4
23685,1933,2565,2
23686,5001,3212,4
23687,388,702,3
23688,5956,28,4
23689,4773,1743,5
23690,4534,2583,4
23691,135,1485,3
23692,1585,1199,4
23693,147,2441,3
23694,868,1455,3
23695,3377,3037,3
23696,3832,2296,5
23697,3279,1604,1
23698,837,2203,4
23699,3468,1506,5
23700,1016,2860,3
23701,1711,2160,4
23702,3052,2962,3
23703,1050,1371,4
23704,5877,2891,3
23705,5086,2176,2
23706,3883,1962,3
23707,1366,785,5
23708,5947,1154,3
23709,5107,838,4
23710,5604,1111,2
23711,4211,1449,3
23712,1792,494,5
23713,1583,737,1
23714,3775,1788,4
23715,498,2711,5
23716,3482,1584,3
23717,3556,2664,4
23718,5538,2857,3
23719,1495,1972,2
23720,5994,3238,4
23721,5619,3550,4
23722,1844,1618,3
23723,2161,443,5
23724,5332,606,3
23725,236,1120,3
23726,1238,1618,5
23727,3161,778,2
23728,4535,1124,5
23729,3651,1106,4
23730,3326,9,4
23731,5081,2873,5
23732,751,851,4
23733,1654,2071,4
23734,192,27,4
23735,2846,2745,1
23736,2455,478,2
23737,5914,2494,5
23738,3470,1919,3
23739,4658,440,4
23740,4735,1486,4
23741,4372,2614,3
23742,466,2586,1
23743,4351,537,5
23744,3520,2990,4
23745,1788,2495,5
23746,5697,756,5
23747,2393,2708,4
23748,307,372,3
23749,82,3301,3
23750,893,579,5
23751,3840,962,1
23752,4481,358,4
23753,1355,471,1
23754,1469,2391,3
23755,2637,3209,2
23756,2251,3189,4
23757,2049,2202,3
23758,5575,1900,4
23759,2072,1715,1
23760,3398,2374,5
23761,1261,2270,2
23762,1389,443,5
23763,2699,3705,3
23764,4271,1729,4
23765,44,368,2
23766,4311,2529,4
23767,4166,10,3
23768,1424,2141,3
23769,1559,852,5
23770,4304,494,4
23771,4088,139,4
23772,5393,527,4
23773,4087,2554,4
23774,4363,576,4
23775,1679,2338,4
23776,1202,83,3
23777,33,157,3
23778,5179,2882,4
23779,3223,92,4
23780,4332,847,4
23781,3031,1883,4
23782,3271,2109,5
23783,947,1127,5
23784,408,992,5
23785,2886,1945,4
23786,636,1135,2
23787,1903,2660,2
23788,5349,1025,1
23789,332,3167,3
23790,301,1110,4
23791,1084,1020,3
23792,3024,3433,5
23793,715,466,4
23794,149,2586,3
23795,3870,1953,3
23796,3013,627,3
23797,17,1022,4
23798,3708,452,2
23799,1437,2375,3
23800,1775,1934,4
23801,3506,1259,5
23802,4482,60,3
23803,4789,2874,3
23804,4799,2682,3
23805,3915,573,3
23806,360,1843,2
23807,2855,1453,3
23808,4833,957,4
23809,3575,1904,3
23810,4577,1478,4
23811,72,3218,3
23812,3588,2411,2
23813,2936,1712,3
23814,1376,1631,2
23815,3896,1845,4
23816,4233,0,4
23817,2255,1173,5
23818,5859,1212,4
23819,561,802,5
23820,4741,1123,4
23821,751,1260,5
23822,4957,517,4
23823,318,1032,4
23824,2014,1774,4
23825,1925,2856,4
23826,337,2086,4
23827,1068,149,1
23828,5264,1116,4
23829,410,2818,2
23830,5268,1044,4
23831,4608,2221,3
23832,685,1563,5
23833,1463,346,4
23834,2019,3491,2
23835,5758,1016,3
23836,5375,1839,5
23837,5754,1199,3
23838,423,2059,3
23839,958,1167,4
23840,2819,753,4
23841,5367,2765,3
23842,1111,3280,2
23843,1245,2783,2
23844,198,2105,4
23845,1448,3378,3
23846,4466,2213,4
23847,4703,2821,2
23848,4429,3037,4
23849,4705,258,3
23850,2953,2190,1
23851,304,1305,2
23852,5889,503,2
23853,147,1878,5
23854,5879,1526,3
23855,5274,1586,5
23856,4417,1743,4
23857,3712,3131,4
23858,307,1223,3
23859,5420,1782,4
23860,838,2743,5
23861,1086,2221,3
23862,2674,1841,2
23863,1981,3617,3
23864,4905,862,5
23865,1245,3115,3
23866,5994,3129,4
23867,213,2785,5
23868,1541,3050,2
23869,2945,1223,3
23870,1301,2374,5
23871,3260,1785,4
23872,2908,2337,3
23873,5166,1129,5
23874,1136,1963,2
23875,976,1539,5
23876,3849,1566,4
23877,5344,1398,4
23878,1610,3090,4
23879,5743,2170,4
23880,3062,1986,4
23881,587,2857,4
23882,1014,1164,5
23883,1102,495,5
23884,1679,282,2
23885,709,609,3
23886,2687,1305,4
23887,1512,3545,4
23888,1339,912,3
23889,1099,3302,4
23890,441,309,5
23891,5023,2947,3
23892,2682,3155,5
23893,3967,370,4
23894,3821,3198,2
23895,1178,713,4
23896,2610,2710,5
23897,917,1646,2
23898,4833,354,4
23899,2694,970,4
23900,5704,627,4
23901,2461,1173,4
23902,1767,2724,5
23903,4994,865,4
23904,6002,5,4
23905,1806,147,2
23906,2752,3245,4
23907,3549,1702,4
23908,1218,253,5
23909,4455,1133,4
23910,628,1896,3
23911,1940,486,4
23912,4764,849,5
23913,3575,576,1
23914,3483,1025,4
23915,2767,539,4
23916,1265,1174,3
23917,3153,1399,3
23918,5538,2159,3
23919,3828,2469,4
23920,1015,2947,5
23921,1264,3599,3
23922,1259,1214,4
23923,3625,2474,4
23924,4974,1820,4
23925,4625,2484,4
23926,2115,938,3
23927,2062,688,4
23928,5836,2474,4
23929,3884,2277,4
23930,5288,1763,3
23931,148,118,4
23932,5719,2375,3
23933,3781,1923,4
23934,854,309,4
23935,4447,2457,5
23936,3485,2201,4
23937,3777,3075,4
23938,209,1631,5
23939,711,1904,4
23940,4123,2375,3
23941,4271,2374,3
23942,2010,2142,1
23943,490,3303,4
23944,1456,1106,4
23945,1819,1653,3
23946,5633,1167,5
23947,4233,2426,3
23948,2105,1193,2
23949,5922,1111,4
23950,1801,1792,2
23951,4900,2055,3
23952,5688,224,4
23953,3840,2307,3
23954,4730,1178,4
23955,1811,1250,5
23956,3291,851,5
23957,391,3165,4
23958,1747,723,3
23959,5432,3272,5
23960,2414,2793,3
23961,3561,1441,2
23962,3723,1457,4
23963,1740,1284,1
23964,650,1031,4
23965,1330,2775,4
23966,3128,541,5
23967,2461,1876,3
23968,5953,1605,5
23969,838,1449,4
23970,2091,2728,3
23971,1018,3483,2
23972,1883,1992,3
23973,981,3701,3
23974,2907,1166,1
23975,2222,524,3
23976,41,3462,3
23977,2115,3207,3
23978,2418,348,3
23979,642,2126,2
23980,1450,957,4
23981,3409,3037,3
23982,1050,1281,5
23983,1129,513,4
23984,837,742,3
23985,2914,2347,4
23986,1442,2785,4
23987,437,3353,3
23988,4825,3137,4
23989,3398,1826,4
23990,551,2119,4
23991,351,2455,3
23992,3536,3550,5
23993,1763,3075,5
23994,5892,2202,5
23995,5552,2891,3
23996,261,3503,2
23997,5931,443,4
23998,827,2203,4
23999,4483,858,5
24000,1016,1149,1
24001,437,2384,4
24002,3094,3649,4
24003,4516,962,2
24004,5642,2310,3
24005,47,1574,4
24006,2566,1273,3
24007,835,1375,1
24008,102,2353,5
24009,4888,1120,5
24010,3948,859,5
24011,150,3614,3
24012,1066,225,4
24013,4950,893,3
24014,5685,329,2
24015,3162,2617,4
24016,4088,2267,1
24017,3083,2944,3
24018,1896,2717,5
24019,5687,1817,2
24020,60,2973,1
24021,4807,1561,3
24022,4807,1940,3
24023,4293,1362,2
24024,24,2480,3
24025,4268,1702,3
24026,3560,3177,4
24027,3822,20,4
24028,4380,3429,4
24029,1302,1931,3
24030,653,2203,5
24031,5377,3464,2
24032,3556,2589,5
24033,620,1485,3
24034,1157,329,5
24035,5640,144,4
24036,4511,20,3
24037,2289,1294,4
24038,2234,396,4
24039,1926,1449,4
24040,4659,2882,3
24041,4311,691,3
24042,958,1696,4
24043,2022,1133,5
24044,1284,802,5
24045,5930,1114,5
24046,2771,1919,4
24047,5538,3555,3
24048,3806,1817,5
24049,5919,33,5
24050,5793,2201,2
24051,1119,1942,3
24052,5063,735,3
24053,21,174,4
24054,5427,357,4
24055,3586,3341,4
24056,5267,1521,1
24057,2401,2707,4
24058,4509,2328,2
24059,5073,1162,4
24060,2123,2889,5
24061,933,3291,2
24062,5025,538,4
24063,2410,3627,4
24064,4507,2354,4
24065,1313,2754,4
24066,4214,2162,4
24067,4259,1167,2
24068,5571,1178,4
24069,4085,2557,5
24070,3606,1398,1
24071,3759,699,4
24072,1789,2058,1
24073,4155,927,4
24074,4155,1549,3
24075,5440,1247,4
24076,933,449,3
24077,5885,2739,3
24078,5385,3503,3
24079,3559,2700,3
24080,3512,2785,3
24081,3883,3543,4
24082,1050,1198,5
24083,838,3668,4
24084,5960,284,4
24085,5995,2592,5
24086,945,802,5
24087,460,1202,5
24088,1446,401,2
24089,1334,2599,4
24090,3032,346,5
24091,1099,1879,1
24092,5251,297,4
24093,4088,2853,3
24094,4955,1110,3
24095,976,1249,5
24096,3772,2264,4
24097,3939,575,5
24098,4524,851,3
24099,5447,2980,3
24100,4496,3452,1
24101,2009,2819,4
24102,443,1979,4
24103,4844,1121,4
24104,1789,1276,4
24105,2367,1772,5
24106,2995,283,5
24107,2810,1586,3
24108,2755,3302,4
24109,4458,976,2
24110,5255,102,3
24111,2360,1820,4
24112,5083,2254,5
24113,3674,860,4
24114,1666,190,3
24115,2575,1456,4
24116,1745,964,5
24117,1170,3384,4
24118,194,1873,3
24119,5975,1895,5
24120,313,291,3
24121,165,3197,5
24122,2257,1125,5
24123,1860,1289,2
24124,1898,2853,3
24125,5889,858,5
24126,1879,1203,4
24127,1868,988,4
24128,2456,1911,3
24129,1185,2738,5
24130,2339,1167,4
24131,4302,2058,5
24132,2069,2143,5
24133,769,1306,4
24134,6035,1091,4
24135,4192,1294,4
24136,1448,3025,1
24137,3833,136,4
24138,2786,106,5
24139,5860,2729,4
24140,1604,1980,5
24141,2628,1023,2
24142,3376,796,4
24143,1468,466,3
24144,4257,574,5
24145,4343,3267,3
24146,3497,2941,2
24147,5083,578,1
24148,308,2099,4
24149,3128,2109,5
24150,3030,1690,4
24151,16,482,3
24152,4479,1458,3
24153,523,298,5
24154,5503,3412,5
24155,5503,578,5
24156,4385,1105,5
24157,2269,1792,1
24158,5990,1173,5
24159,3619,1736,2
24160,4427,753,5
24161,5823,752,3
24162,1235,3520,3
24163,4373,1934,5
24164,2506,24,5
24165,4421,147,3
24166,3841,2368,4
24167,4015,3457,3
24168,3828,3036,2
24169,1878,541,4
24170,4276,2558,4
24171,1510,1008,4
24172,4059,2013,4
24173,705,1153,1
24174,1500,1294,4
24175,2164,1280,4
24176,3310,2826,3
24177,5231,1848,5
24178,1178,1148,3
24179,2311,688,5
24180,3674,1339,3
24181,5877,663,4
24182,1169,1008,3
24183,542,3440,4
24184,5839,2668,1
24185,952,852,5
24186,3372,1306,5
24187,2350,2622,1
24188,1139,1875,3
24189,328,3667,2
24190,3777,306,2
24191,1158,1273,3
24192,5171,578,3
24193,4630,1848,4
24194,5658,1155,5
24195,1483,256,4
24196,4633,1246,5
24197,4297,1185,5
24198,1793,1104,3
24199,337,1445,3
24200,4020,2460,5
24201,1164,2214,4
24202,2908,3623,2
24203,28,2665,3
24204,2844,1552,5
24205,1693,1108,4
24206,1925,3578,4
24207,3838,939,4
24208,695,2221,3
24209,4814,2981,5
24210,3745,3275,5
24211,3625,3671,3
24212,4402,1006,5
24213,5038,1883,5
24214,2925,332,4
24215,3873,2214,3
24216,4168,478,3
24217,307,1272,3
24218,3279,581,1
24219,515,317,1
24220,5678,3186,3
24221,1450,2735,3
24222,1968,1891,4
24223,1848,443,5
24224,3001,858,4
24225,603,1820,5
24226,1259,1133,4
24227,145,527,5
24228,5080,538,4
24229,5133,2121,4
24230,2348,1777,2
24231,5947,3279,2
24232,1448,1017,5
24233,1969,3670,4
24234,4250,1295,3
24235,2054,739,3
24236,5077,2153,4
24237,1583,1934,5
24238,4310,2438,4
24239,2764,3177,4
24240,2755,1466,5
24241,1454,347,3
24242,3770,3467,2
24243,3440,167,2
24244,3891,737,3
24245,5953,440,2
24246,2599,1018,3
24247,1149,802,5
24248,939,2944,5
24249,3908,2201,2
24250,4149,358,4
24251,3995,1420,4
24252,2160,683,3
24253,5155,2143,4
24254,2124,3354,3
24255,4608,89,3
24256,5161,699,2
24257,5323,3186,4
24258,2628,340,3
24259,4573,3550,3
24260,3684,3441,5
24261,997,2867,5
24262,1879,2708,4
24263,2877,3599,4
24264,3362,357,2
24265,3840,3595,4
24266,5041,2856,4
24267,1067,548,5
24268,3053,1656,3
24269,1198,144,5
24270,5176,5,3
24271,3881,2806,4
24272,926,1613,4
24273,135,3245,1
24274,1446,1097,3
24275,1623,2819,4
24276,2783,1100,5
24277,3689,2788,3
24278,4949,2719,3
24279,3814,1774,5
24280,2729,3177,4
24281,1841,2656,5
24282,2236,2065,3
24283,4015,1009,3
24284,3604,2495,5
24285,435,1148,4
24286,3417,3508,5
24287,1896,1421,5
24288,4407,2281,4
24289,4927,287,4
24290,3330,2748,5
24291,800,3380,2
24292,1389,1820,4
24293,4381,2374,4
24294,186,440,3
24295,1357,3457,2
24296,1003,2102,4
24297,2803,319,4
24298,1774,466,4
24299,2413,2160,4
24300,250,1788,3
24301,5255,3521,3
24302,1114,1289,1
24303,1792,2556,5
24304,3533,1108,5
24305,4931,3461,4
24306,5879,2512,2
24307,5152,35,3
24308,6015,157,3
24309,1705,3276,2
24310,542,391,5
24311,1693,1952,4
24312,2771,3651,2
24313,4749,24,5
24314,3292,106,4
24315,2113,2438,5
24316,4380,217,3
24317,4672,3129,4
24318,4787,228,3
24319,5160,2494,4
24320,556,1182,4
24321,336,182,3
24322,5305,1120,4
24323,1961,2362,1
24324,197,1125,4
24325,4168,2514,2
24326,413,1111,3
24327,815,2898,3
24328,2223,106,5
24329,5737,3174,3
24330,5221,1731,2
24331,5549,1107,4
24332,2747,3302,4
24333,273,881,4
24334,3692,2592,4
24335,2637,1838,3
24336,4447,972,2
24337,3774,3157,2
24338,4386,60,2
24339,1259,1545,4
24340,1940,2415,4
24341,1779,1325,2
24342,1657,1453,2
24343,2989,2919,4
24344,5487,1486,3
24345,5623,2710,5
24346,2682,3243,4
24347,2502,3157,1
24348,3166,1445,4
24349,4489,1779,5
24350,5339,2502,4
24351,2752,1784,4
24352,2690,1516,5
24353,4735,2480,2
24354,903,1553,4
24355,1016,838,3
24356,3649,1628,4
24357,4311,640,3
24358,4530,1295,4
24359,5457,107,4
24360,3245,515,4
24361,4486,3032,3
24362,1022,2344,4
24363,4447,3705,5
24364,1697,1258,2
24365,5321,253,3
24366,5404,1931,5
24367,3470,3294,4
24368,1111,2653,2
24369,503,3218,4
24370,1124,1974,2
24371,2434,1466,3
24372,5756,2794,4
24373,1379,1696,1
24374,3109,1207,3
24375,5727,2400,2
24376,209,1374,4
24377,1688,1877,4
24378,2257,1483,3
24379,5073,1844,5
24380,1864,3649,3
24381,3860,2866,3
24382,2954,1147,2
24383,4958,842,4
24384,5107,2670,3
24385,354,3543,2
24386,5366,3650,5
24387,582,2051,3
24388,3373,737,4
24389,5721,2704,5
24390,3678,1720,1
24391,4576,841,4
24392,2041,2403,2
24393,1721,1968,3
24394,3556,1108,5
24395,4047,953,4
24396,5719,1974,1
24397,1888,1101,4
24398,3893,861,3
24399,4053,2128,4
24400,1942,1123,5
24401,5732,3311,5
24402,3365,2532,3
24403,1679,2601,1
24404,441,4,3
24405,1679,3576,1
24406,5306,1178,5
24407,1057,2961,4
24408,4963,107,5
24409,517,3580,3
24410,4063,2119,3
24411,3383,1761,3
24412,5685,1428,2
24413,3826,2959,1
24414,5135,1007,3
24415,1627,494,4
24416,1896,1153,5
24417,853,351,4
24418,2193,2210,3
24419,3886,2651,5
24420,2760,3577,3
24421,5177,2871,3
24422,1768,2649,2
24423,573,579,5
24424,4705,3051,4
24425,5396,1831,3
24426,4376,2621,5
24427,3429,572,4
24428,4520,1104,4
24429,3980,1091,2
24430,5073,1848,5
24431,2204,396,3
24432,5467,2507,4
24433,3050,742,5
24434,860,3318,4
24435,713,3059,5
